,Name,City,Cuisines,Average Cost,Aggregate Rating,Original Name
9105,5q1re_9105,Bishop,"Tea, American, BBQ",75,2.0,Club Ice Cube
2863,zBhZq_2863,Everett,"Fast Food, Seafood, Italian",75,3.1,Shri Hari Sharnam
1092,6K4vQ_1092,Pocatello,"Cafe, Bakery, Fast Food",75,0.0,The Baking Treats N More
4196,2RKu2_4196,Kahului,"Pizza, Mexican, Fast Food, Cafe, Seafood",75,3.4,Pudding & Pie
5144,RTTDy_5144,Bismarck,"Bakery, Pizza, Italian",75,3.4,Open Oven
4835,Xd3Ji_4835,Jacksonville,"Mexican, Pizza, Seafood",75,3.6,Oberoi's
1667,BFSWc_1667,Newburgh,"Italian, French, Bakery, Cafe, Seafood",75,0.0,Dev Restaurant
3051,QbcOy_3051,Columbus,"Desserts, Pizza, French, BBQ, Indian, Seafood",75,3.7,McDonald's
1717,gJgxj_1717,North Platte,"Fast Food, Cafe, Mediterranean, Seafood",75,3.0,Maa Bhagwati Tiffins
3155,mwCma_3155,Bristol,"Seafood, Bakery, Pizza, Italian",75,3.5,Dilli Gate
921,vizcM_921,Albuquerque,"Fast Food, Bakery, Indian, Seafood",75,3.3,Chimney
2305,4OHx1_2305,Wrangell,"Cafe, American, Desserts",75,4.0,Pine & Dine
9536,u452C_9536,Sioux City,"Tea, Cafe, French, BBQ, Fast Food, Chinese",75,4.7,Pizza 哿l Forno
5990,K0Jrl_5990,Bozeman,"Tea, Pizza, Bakery, American, Mediterranean",75,3.7,Hinglish - Cafe Beach Bar
7586,SoBZt_7586,Baton Rouge,"Desserts, Cafe, Fast Food, Chinese, American",75,0.0,Giani
8135,QmM00_8135,Los Angeles,"Tea, Pizza, BBQ, Desserts",75,0.0,Tandoori Junction
8760,alfHX_8760,Lansing,"Desserts, Tea, Italian, BBQ, American",75,3.0,Chung-Fu
8143,nD5cv_8143,Wrangell,"Desserts, Bakery, Fast Food, Mediterranean, Seafood",75,3.0,Indian Diners
8620,xEp5K_8620,Boston,"Cafe, Bakery, BBQ, Seafood",75,3.3,InnerChef
2274,n01Ts_2274,Beaumont,"Tea, Mexican, Mediterranean, Seafood",75,3.7,Iroha
9004,bORSW_9004,Bloomington,"Bakery, Seafood",75,0.0,Royal King
7437,8sdiY_7437,Plattsburgh,"Seafood, Bakery, Cafe, Fast Food",75,3.2,Da Pizza Pind
1616,qLefn_1616,Little Rock,"Fast Food, Cafe, Mexican, Seafood",75,3.0,Sanjha Chula
5202,piXYA_5202,Bozeman,"Pizza, BBQ, Seafood",75,4.0,Pepper Kitchen
415,vjRlB_415,Pensacola,"French, Indian, Cafe, Desserts",75,4.0,Blue Point Grill
2499,AeOnR_2499,Fort Dodge,"Tea, BBQ, Fast Food, American, Seafood",75,3.6,Tea Villa Cafe
3013,IQlxb_3013,Brownsville,"Desserts, Fast Food, Chinese, Mediterranean, Seafood",75,4.9,Naturals Ice Cream
8672,UFR7u_8672,Provo,"Tea, Chinese, Bakery, Desserts",75,3.2,Club 44
3679,6Yx0A_3679,Cedar Rapids,"Italian, Mexican, Bakery, BBQ, Fast Food, Cafe",75,3.9,Jon's head Grill
3011,PAUrM_3011,Yakima,"Cafe, Pizza, Bakery, BBQ",75,3.2,The Immigrant Cafe
9310,YOidU_9310,Concord,"Desserts, Tea, Mexican, BBQ, Cafe",75,4.2,The Garden Shed
3678,JU2id_3678,Plattsburgh,"Fast Food, Bakery, Seafood",75,3.7,Hungry Pistals
1571,tOKBf_1571,Madison,"Fast Food, Cafe, Desserts, Italian",75,3.4,Tibb's Frankie
6052,oJSlZ_6052,Longview,"Tea, Seafood, BBQ, Italian",75,2.9,Vaga Bond
9141,QF1gK_9141,Helena,"Bakery, BBQ, Fast Food, Cafe, Mediterranean",75,4.1,Baker Street
5562,fQO9k_5562,Rhinelander,"Bakery, Seafood",75,3.1,Refuel
5762,aNQhe_5762,Salt Lake City,"Tea, Pizza, Mexican, Cafe, Indian, Seafood",75,2.6,Cafe Coffee Day
1872,AhNOi_1872,Branson,"Tea, Cafe, Fast Food, Seafood",75,3.1,A One Rasoi
3448,lITbV_3448,Greer,"Tea, Mexican, Bakery, BBQ",75,3.9,Krispy Kreme
1083,y4ngh_1083,Bishop,"Desserts, BBQ, Fast Food, Mediterranean, Seafood",75,3.2,Tandoori Zaaika's
3324,tbz4m_3324,Dallas,"French, Pizza, Indian, Fast Food",75,0.0,Papa Buns
9301,GWAO5_9301,Martha's Vineyard,"Pizza, Cafe, American, Mediterranean, Seafood",75,4.8,Depot Eatery and Oyster Bar
5054,OeBJq_5054,Evansville,"Cafe, Pizza, BBQ, Fast Food",75,0.0,Al-Karim
5582,U2pjv_5582,Sault Ste. Marie,"Tea, Chinese, Bakery",75,0.0,Flavours Kitchen
9355,mJSqf_9355,Phoenix,"French, BBQ, Fast Food",75,3.7,Mughal E Azam
5865,X6yN7_5865,Watertown,"Tea, Bakery, BBQ, Fast Food, Chinese, Mediterranean",75,3.2,No Name - Taste Hi Kaafi Hai
127,toQ3V_127,Muskegon,"Desserts, Tea, Pizza, French, Cafe",75,3.9,Farmhaus Burger
4536,CbXrA_4536,Gunnison,"Cafe, Pizza, American, Desserts",75,3.3,Momoholic
2613,qwM4p_2613,Albuquerque,"Cafe, Pizza, BBQ",75,0.0,#InstaFreeze
2834,5dlRz_2834,Arcata,"Tea, Pizza, Indian, Desserts",75,3.1,Spicy Eleven
3948,X96Q6_3948,Chattanooga,"Pizza, Bakery, Fast Food, Chinese, Seafood",75,3.6,Havmor Ice Cream
5822,QboR8_5822,Gainesville,"Tea, Bakery, Cafe, American, Mediterranean",75,2.8,Americana Kitchen and Bar
854,FWlaK_854,Valdosta,"Tea, Cafe, Pizza, Mexican, Fast Food, Chinese",75,4.0,Y Cafe & Restaurant
7450,FV970_7450,Harrisburg,"Desserts, BBQ, Fast Food, Mediterranean, Seafood",75,3.5,Behrouz Biryani
7773,l7hiM_7773,Fort Wayne,"Indian, Mediterranean, Desserts, Seafood",75,0.0,The Artful Baker
5576,vPzeC_5576,Elmira,"Pizza, Fast Food, Cafe, American, Mediterranean",75,0.0,Delhi Chaap Express
1594,cdOVn_1594,Christiansted,"Desserts, Pizza, Cafe, American, Mediterranean, Seafood",75,2.9,Green Chick Chop
4225,E2IQt_4225,Walla Walla,"Tea, Mexican, Fast Food, Cafe, Indian",76,4.3,Food Scouts
7985,FNDgK_7985,Salina,"Tea, BBQ, Italian",76,0.0,Bikanervala
8308,Fzylr_8308,Pensacola,"Fast Food, Indian, BBQ, Seafood",76,0.0,Hunger's Hub
1901,rLRNv_1901,Orlando,"Chinese, Bakery, Cafe, Fast Food",76,0.0,Bite N Sip
8068,9aeqD_8068,West Palm Beach,"Pizza, BBQ, Desserts, Fast Food",76,3.8,Zizo
5786,QXNI1_5786,Newark,"Desserts, Tea, French, Fast Food, Mediterranean",76,0.0,Aggarwal Bikaneri Sweets
7491,zPdXb_7491,Nashville,"Desserts, Pizza, Italian, American, Seafood",76,3.2,1911 Bar - The Imperial
7644,FNDqQ_7644,Dallas,"Tea, Chinese, Seafood, Fast Food",76,2.8,Scoops
2878,aKj2B_2878,Ponce,"Cafe, BBQ, Seafood",76,3.7,Keventers
596,dYqlW_596,Great Falls,"Tea, Pizza, Indian, Fast Food, Cafe, American",76,4.4,SpiceKlub
7477,5yBeF_7477,Portland,"Tea, Bakery, Indian, Seafood",76,3.2,Samavar - The Ashok
1929,DkNtd_1929,Fresno,"Pizza, Bakery",76,4.1,Sugar Rush By Saiba
529,hRn1P_529,Kalamazoo,"Fast Food, French, Desserts, Seafood",76,3.8,Giulios Greek & Italian Restaurant
543,R8LBg_543,Green Bay,"Chinese, American, BBQ, Fast Food",76,3.9,Four Queens Dairy Cream
1787,f7lcI_1787,Kalamazoo,"Tea, Indian, Fast Food",76,0.0,Bikaner Sweets
5928,q218z_5928,Portsmouth,"Seafood, Fast Food",76,3.6,Hotel Malabar
4292,3HBCF_4292,Gustavus,"Desserts, Italian, Cafe, American, Seafood",76,3.0,Rajeev Restaurant
9345,lXZIl_9345,Pocatello,"Cafe, American, BBQ",76,4.5,Purnell's
1773,tOqf1_1773,Bishop,"Fast Food, BBQ, Italian",76,2.9,Delight Express
3146,LZRWU_3146,San Juan,"Fast Food, BBQ, Desserts, Italian",76,3.1,Manchanda Bakery
7654,2eJ71_7654,Brownsville,"Tea, Cafe, BBQ, Seafood",76,2.9,Tanatan Corner
6237,m8LRH_6237,Punta Gorda,"Mexican, Desserts, Fast Food",76,2.8,Bromfy Public House
4978,LyCVk_4978,Corpus Christi,"BBQ, Desserts, Italian",76,3.0,Chinois
8387,8Voxu_8387,Punta Gorda,"Tea, Pizza, French, Fast Food, Seafood",76,3.4,Subway
1812,DnVAE_1812,Concord,"Pizza, American, Fast Food",76,0.0,Burger Xpress
8345,ke271_8345,Laramie,"Mexican, Bakery, Fast Food, Cafe, Mediterranean, Seafood",76,0.0,Sandoz
1948,Avjcy_1948,Sacramento,"Seafood, BBQ, Italian",76,0.0,Chinese Fast Food
345,VGbjj_345,Grand Forks,"Tea, Pizza, Bakery, Italian",76,3.8,Three Anchors
5081,6bZQZ_5081,Victoria,"Desserts, BBQ, Bakery, Cafe, Indian",76,0.0,New Sharma Chicken Corner
3635,0SIcu_3635,Kansas City,"Bakery, Pizza, American, Desserts",76,0.0,Singh's
5637,2Kwvz_5637,Charlotte,"Bakery, BBQ, Desserts, Fast Food",76,0.0,Aggarwal Sweets
4528,QHgOV_4528,Traverse City,"French, Bakery, Fast Food, Cafe, Seafood",76,3.3,Sher 'A' Punjab Bhojnalya
3689,TtmWr_3689,International Falls,"Pizza, French, BBQ, Fast Food, Cafe, Mediterranean",76,3.8,The Laidback Cafe
8650,OwM2G_8650,Punta Gorda,"French, Pizza, American, Seafood",76,3.6,Engineers Da Dhaba
9103,HMAHF_9103,Ponce,"Chinese, BBQ, Mediterranean, Seafood",76,0.0,The Hangout-Deli
7475,uZm9m_7475,Dayton,"Desserts, Cafe, Mexican, Bakery, Chinese, Seafood",76,3.6,Pizza Hut
6218,ELqtc_6218,Norfolk,"French, BBQ, Seafood, Italian",76,2.1,Biryaniwala
7215,itF5m_7215,Sacramento,"Tea, American, Desserts, Fast Food",76,0.0,Himalaya Momos
5024,P5boJ_5024,Panama City,"Desserts, Tea, French, Bakery, Seafood",76,0.0,Szoun Chinese Food
6022,jRlNc_6022,Santa Ana,"Pizza, BBQ, Fast Food, Cafe, Mediterranean",76,3.2,Khosla Cafe
3465,Wqfnl_3465,Cheyenne,"Tea, Pizza, Seafood",76,2.8,Bikaner Sweets
3409,NVV1r_3409,Charlottesville,"Tea, Bakery, Mediterranean",76,0.0,Sanjha Chulah Babe Da
4021,fFm1h_4021,Laramie,"Bakery, BBQ",76,3.8,Sidewalk - Hyatt Regency
8835,YYZgI_8835,Hartford,"Cafe, BBQ",76,3.1,Yumbo Bites
7955,mdGAQ_7955,Rockford,"Seafood, Mexican, BBQ, Fast Food",76,0.0,New Bhappe Di Hatti
2770,hXD0E_2770,St. Petersburg,"Tea, Seafood, Fast Food, Italian",76,3.3,Domino's Pizza
7631,uKNud_7631,Hilo,"Tea, Bakery, BBQ, Italian",76,2.5,Domino's Pizza
1109,JiaUp_1109,Anchorage,"Bakery, Pizza, BBQ, Fast Food",76,0.0,Punjabii Tandoor
6927,VFACX_6927,Martha's Vineyard,"Tea, BBQ",76,4.1,The Fatty Bao
9518,xLbLi_9518,Santa Barbara,"Chinese, French, Fast Food, Cafe, Seafood",76,4.6,Hattena Hatay  Sofras郾
1549,fGCnr_1549,Brownsville,"Pizza, Indian, Fast Food",76,2.3,Green's
2776,I0DWy_2776,Bristol,"Fast Food, French, Pizza, Seafood",76,3.5,Arabian Nites
4356,TRuKm_4356,Melbourne,"Tea, French, Cafe, Desserts",76,3.0,Qureshi
3481,BhdJe_3481,Jacksonville,"Tea, Fast Food, Italian",76,3.3,Novelty Chicken Corner
5669,3MfpQ_5669,Bloomington,"Cafe, Bakery, Desserts",76,0.0,Captain Food Factory
710,GqLMk_710,Greensboro,"Pizza, Bakery, BBQ",76,3.4,Hotel Laadli
5189,Swpcl_5189,Dodge City,"Tea, Mexican, Desserts",76,3.5,Swagath
2515,SlJj1_2515,Wichita,"Tea, Cafe, Bakery",76,3.6,Cafe Cornucopia
3014,zbIyT_3014,Detroit,"Bakery, Desserts, Seafood",76,4.7,Zabardast Indian Kitchen
8520,u3nNI_8520,Worcester,"Tea, Pizza, American, BBQ",76,2.9,Yours Deliciously
856,2xisn_856,Waco,"Desserts, Tea, Fast Food, Chinese, Seafood",76,3.9,First Gear Cafe
6882,xJ2AX_6882,Greenville,"Tea, BBQ",76,0.0,The Twisted Bakery
6026,05g1x_6026,Nashville,"Tea, Desserts, Seafood",76,2.9,Malhotra Restaurant
426,upykE_426,Great Falls,"Pizza, BBQ, Seafood",76,4.3,Hula Grill
1226,gZt8T_1226,Petersburg,"Cafe, Pizza",76,3.7,Chai Point
2410,EE05b_2410,Phoenix,"Tea, Chinese, Desserts, Fast Food",76,3.5,Mocambo
7932,Hke2z_7932,Boise,"Chinese, Pizza, Bakery, Desserts",76,3.4,Fabulous Cake Bites
8507,JDEDI_8507,Paducah,"Tea, Pizza, BBQ, Fast Food, Chinese",76,3.3,27 Grills
6776,9iYy9_6776,Oklahoma City,"Mexican, Pizza, Desserts, Seafood",76,3.3,Babbu Da Punjabi Dhaba
8749,eaJ59_8749,White Plains,"Desserts, Bakery, Fast Food, Chinese, American",76,2.4,Domino's Pizza
9320,oauCd_9320,Sarasota,"Cafe, BBQ, Fast Food",76,4.5,Ombra
417,G1rbW_417,Erie,"Cafe, Mexican, Pizza, BBQ",76,4.7,Kona Brewing Company
5855,Wq9aA_5855,Madison,"Chinese, Pizza, Bakery, Seafood",76,3.4,Bikanervala
5174,1u7qR_5174,Manhattan,"Fast Food, Pizza, Bakery, Seafood",76,3.7,Hunger Must Die
1124,qj94F_1124,Toledo,"Tea, Desserts, Fast Food",76,3.3,Baskin Robbins
7966,sav91_7966,Charlottesville,"Desserts, French, Bakery, Cafe, Mediterranean",76,2.6,Apni Rasoi
7742,rI3qJ_7742,Albuquerque,"Tea, Pizza, Italian, Fast Food, Mediterranean",76,3.1,Bread'D Bites
1511,wV36k_1511,Fort Myers,"BBQ, Mediterranean, Seafood",76,4.0,Eggers Madhouse
2076,0ZgNB_2076,Wenatchee,"Tea, Bakery",76,3.9,Flying Tuk Tuk
5445,1tGYY_5445,Sitka,"Desserts, Mexican, Bakery, Fast Food, Indian, Seafood",76,2.6,Any Time Food
8601,7qCQu_8601,Eau Claire,"Bakery, Pizza, American",76,4.3,Bistro 37
3528,vWqrb_3528,Dallas,"Fast Food, Desserts, Italian",76,2.9,Cafe Coffee Day
6972,US7Nj_6972,Jackson,"Tea, Cafe, Pizza",76,2.7,Balaji Dhaba
6300,U3VwW_6300,St. Petersburg,"Desserts, Pizza, French, BBQ, Bakery",76,3.6,Republic Of Food Lovers
7373,o7oLB_7373,Philadelphia,"Cafe, Desserts, Bakery, BBQ",76,2.7,Pizza Hut Delivery
2940,XuMIX_2940,Dillingham,"Pizza, Italian, Mexican, Fast Food, Seafood",76,3.2,Wazwaan Restaurant
7976,zd5dU_7976,Ponce,"Desserts, Italian, BBQ, Cafe, Seafood",76,3.5,Mitra Da Dhaba
7380,EZFwc_7380,Atlantic City,"Mexican, Indian, BBQ, Pizza",76,3.2,Jolly Tandoori Zaika
726,9DDQY_726,Memphis,"Cafe, Bakery, Desserts",76,4.1,Sultans of Spice
1491,5u8Gx_1491,Memphis,"Desserts, American, Bakery, BBQ, Fast Food, Indian",76,3.5,The Gathering Hut
8243,LouFb_8243,Lansing,"Cafe, Mediterranean, Fast Food",76,2.6,Red Capsicum
7984,cxf82_7984,Petersburg,"French, Bakery, Fast Food, Cafe, Mediterranean",76,0.0,Asia Seven Express
6001,wFqm7_6001,San Luis Obispo,"BBQ, Desserts, Italian",76,3.1,BarShala
2119,d8xAC_2119,Norfolk,"Tea, BBQ, Fast Food, American, Seafood",76,2.7,Halki Aanch
870,wzwCD_870,Asheville,"Desserts, Tea, French, Fast Food, Chinese",76,3.0,Snax Points
1998,J0HIG_1998,Binghamton,"Seafood, Mexican, Bakery, Fast Food",76,0.0,Cafe #22hours
8931,fvVF3_8931,Mason City,"Tea, Mexican, Fast Food",76,0.0,Maa Durga Food Corner
8218,oY5mE_8218,Adak Island,"Tea, Mexican, BBQ",76,0.0,Robins Sweets & Restaurant
4702,PdG9W_4702,Oklahoma City,"Cafe, American, Seafood",76,3.2,Madan's Kabab Centre
6799,nZB0t_6799,Hilo,"Tea, French, Cafe",76,2.7,Jalsa
2994,1QlDL_2994,Burbank,"Pizza, Bakery, Desserts, Fast Food",76,3.1,Sab Ke Khatir
8083,Fz5LO_8083,Valparaiso,"Italian, BBQ, Bakery, Fast Food, Cafe, American",76,3.3,Samarkand
1657,KUFMf_1657,Kodiak,"Desserts, Pizza, Bakery, Mediterranean, Seafood",76,0.0,Anisha Restaurant
5133,rF3XS_5133,Williston,"Chinese, Cafe, Fast Food",76,3.2,Divya's Rimpy Restaurant
1659,t792E_1659,La Crosse,"Bakery, Mediterranean, Seafood",76,0.0,Bakelicious 18
472,X4PD7_472,Charleston,"Tea, French, Bakery, Pizza",76,3.2,Super Loco
1523,qo9vB_1523,Atlantic City,"Desserts, Tea, Mexican, Bakery, Seafood",76,4.1,Bella Cucina - Le Meridien Gurgaon
3361,GHtqv_3361,Owensboro,"Italian, Bakery, Fast Food, Chinese, Seafood",76,3.2,Bedi's Kabab Corner
2714,BpUkU_2714,Augusta,"Pizza, Bakery, Italian",77,0.0,Bikaner Kesarvala
2139,T9bhd_2139,Traverse City,"Fast Food, Cafe, Bakery, Seafood",77,0.0,Tasty But Healthy
7135,Y6KYr_7135,Alamosa,"Tea, Bakery, Pizza, BBQ",77,0.0,Aggarwal Sweets
2687,xHjN2_2687,Dodge City,"Pizza, BBQ, Fast Food, Chinese, Seafood",77,3.1,Haldiram's
2130,GDTGb_2130,Aguadilla,"Pizza, Bakery, Fast Food, Cafe, Mediterranean",77,3.7,Jarfull
4419,qMRqE_4419,Deadhorse,"Desserts, Tea, Pizza, BBQ, Mediterranean",77,3.1,New Radhe Radhe Snacks Corner
3220,hWKxA_3220,Portsmouth,"Tea, Cafe, Bakery, Indian",77,3.5,4S Chinese Restaurant
3646,wkgfG_3646,Midland,"Tea, Pizza, Mexican, Cafe, Seafood",77,3.3,Karim's
5638,Z5LHZ_5638,Alpena,"French, BBQ, Fast Food, Indian, Seafood",77,0.0,Al Meraj Chicken Shop
2819,mfMTy_2819,Greer,"Tea, Pizza, Mexican, Bakery, Fast Food",77,3.7,Chimney Sizzlers
8720,q9Zep_8720,Atlanta,"French, Pizza, Seafood",77,0.0,Shaivi's Kitchen
7350,Jfnio_7350,Beaumont,"Tea, Chinese, Desserts",77,3.6,Qureshi's Kabab Corner
5668,7E71l_5668,Fayetteville,"Cafe, Italian, Bakery, Chinese, Seafood",77,0.0,Brown Town Bakers
9231,Y46aT_9231,Missoula,"French, Pizza, Mediterranean, BBQ",77,3.9,The Yellow Chilli
6140,GoRmJ_6140,Redding,"American, BBQ, Seafood",77,3.8,Krishna Di Kulfi
7181,qxpXp_7181,Scranton,"Tea, Chinese, American, Desserts",77,3.8,Boom Food
1996,xdRYk_1996,Stockton,"Cafe, Mexican, Bakery, Seafood",77,0.0,Barista
8067,AttsW_8067,Butte,"Tea, Cafe, BBQ, Fast Food, Chinese, American",77,3.7,Wendy's
1964,EMPA1_1964,Hilo,"Tea, BBQ, Desserts, Fast Food",77,0.0,Bikaner Misthan Bhandar
1962,kWzRY_1962,Owensboro,"Tea, Cafe, BBQ, Chinese, Indian, Seafood",77,3.3,Dancing Turkeys
1274,TO6Za_1274,Dallas,"French, Bakery, BBQ, Fast Food, Seafood",77,3.8,L'Opera
7111,QPxqe_7111,West Palm Beach,"Desserts, Cafe, Pizza, Chinese, American",77,3.0,Mitra Da Dhaba & Caterers
1273,xcK8G_1273,Williston,"Tea, American, Fast Food",77,3.6,Instapizza
1293,HMgaX_1293,Adak Island,"Tea, Bakery, Mediterranean",77,3.9,7 Barrel Brew Pub
2016,Yb8IA_2016,Fort Dodge,"Desserts, Pizza, BBQ, Chinese, Seafood",77,0.0,The Rolling Stove
3505,YO95E_3505,Bend,"Seafood, Indian, Cafe, Italian",77,0.0,Kasur Khyon
6618,8TzaL_6618,Traverse City,"Fast Food, BBQ, Italian",77,4.2,Dukes Pastry Shop
508,0rTHQ_508,Dothan,"Tea, Pizza, French, Indian, Seafood",77,4.5,Conch Republic Grill
7389,xsChP_7389,Belleville,"French, Bakery, Desserts",77,3.1,Vaishno Bhojnalaya
4348,1wPjJ_4348,Rockford,"Tea, Mediterranean, Seafood",77,3.6,Eggspectation - Jaypee Vasant Continental
6107,dPrJH_6107,Alexandria,"Pizza, Bakery, BBQ, Fast Food, Indian",77,0.0,New Lazeez Tandoor
2247,4RjK5_2247,Del Rio,"Cafe, Seafood, Mediterranean, Italian",77,3.6,Pizzoccheri
8276,XssfH_8276,Bristol,"Pizza, Bakery, BBQ, Fast Food",77,2.4,Kamboj's
6158,L3Ww9_6158,Clarksburg,"Bakery, Indian, Seafood",77,0.0,New Shama Chicken Restaurant
2039,uUmzA_2039,Albuquerque,"Tea, Pizza, Bakery, Cafe, Mediterranean",77,2.7,Sweets Corner
8746,RoqFQ_8746,Greensboro,"Bakery, Pizza",77,0.0,Republic of Chicken
2761,Vnj5A_2761,Saipan,"Tea, Pizza, Mexican, BBQ, Seafood",77,3.7,Bijoli Grill
8821,P4RRW_8821,Rockford,"Tea, Pizza, Indian, Fast Food",77,3.3,The Gourmet Shack
6162,Qjsf1_6162,Lawton,"Pizza, Mexican, Fast Food, Cafe, American",77,0.0,Sai Bhojanalay
8694,k1YY2_8694,Alexandria,"French, Pizza, BBQ, Seafood",77,3.1,Quick Grabs
28,PMExG_28,Melbourne,"Tea, BBQ, Fast Food",77,3.7,Beirute
3439,9a5EA_3439,Nome,"Tea, Pizza, American, Seafood",77,4.1,Cinnabon
6114,8aVCe_6114,Grand Forks,"Cafe, Fast Food",77,0.0,Sahi Pakde Hain
3714,XL5VU_3714,Akron,"Desserts, Tea, Mexican, BBQ, Cafe",77,3.4,CDB Cafe
777,cWjTb_777,Kona,"Tea, Indian, Fast Food",77,3.7,Lal Qila
4861,cRvaH_4861,Pellston,"Fast Food, Mexican, Desserts, Seafood",77,3.0,Behrouz Biryani
9086,px8LJ_9086,Wenatchee,"Pizza, Mediterranean, Fast Food",77,2.6,Yo! China
9014,e9diR_9014,Idaho Falls,"Cafe, Bakery, Italian",77,0.0,Cream Bell
3812,buniy_3812,Bozeman,"Tea, BBQ, Desserts, Fast Food",77,0.0,Aazad Chicken Corner
2915,YAgEM_2915,Ogdensburg,"Chinese, American, BBQ, Fast Food",77,2.7,Spicy Food Court
4908,xXOMp_4908,Miami,"Desserts, American, BBQ, Seafood",77,2.8,Cafe Coffee Day
3941,n18cY_3941,Billings,"Bakery, Pizza, Fast Food",77,3.4,Uncle's Kabab Point
6376,GCjDH_6376,Traverse City,"Pizza, French, BBQ, Fast Food, Cafe",77,0.0,Perfect Party Chef
5910,LhYXf_5910,Chattanooga,"Bakery, Pizza, American, BBQ",77,2.8,Domino's Pizza
7483,Y01u0_7483,Rochester,"Desserts, Cafe, Bakery, Chinese, Seafood",77,3.5,Aura - The Claridges
3789,AxzM4_3789,Roanoke,"Tea, Cafe, Italian, Chinese, Seafood",77,3.3,Karim's
675,DXlkW_675,Twin Falls,"French, BBQ, Chinese, Seafood",77,3.4,Subway
9411,hgTQ6_9411,Alamosa,"Mexican, Bakery, Mediterranean, Fast Food",77,3.7,Lahore
9463,UFbZG_9463,Pago Pago,"Desserts, Mexican, Bakery, Cafe, American",77,4.2,The National
6390,L27HU_6390,Gulfport,"Tea, Bakery, BBQ, American, Seafood",77,3.4,Allterian By Chanson
8615,S7dQ9_8615,Toledo,"Cafe, Fast Food",77,2.4,Domino's Pizza
873,r9AD9_873,Boston,"Bakery, Fast Food",77,0.0,Total Food Court
2573,5xVwy_2573,Harrisburg,"American, Desserts, Fast Food",77,4.2,Rustom's Parsi Bhonu
1407,RDRmr_1407,Flagstaff,"Bakery, Mexican, BBQ, Desserts",77,3.8,Bamboo Boat
6744,KSwd2_6744,Fort Myers,"Tea, Cafe, BBQ, Chinese, Seafood",77,3.1,Urban Garden Cafe
4887,1RK9D_4887,Dallas,"Pizza, American, Fast Food",77,3.3,Nutrition Theka
3921,pQDP2_3921,Syracuse,"Mexican, Bakery, BBQ, Fast Food",77,2.6,Himalaya Dhaba
783,xtNDX_783,Kalamazoo,"Cafe, Pizza, Mediterranean",77,3.8,Cha cTea
786,7aNoP_786,Santa Ana,"Cafe, Bakery, American, BBQ",77,3.5,Eram Rooftop
9046,q24dq_9046,Newark,"Italian, Bakery, BBQ, Fast Food, Seafood",77,0.0,Baskin Robbins
1017,o9gtz_1017,Scranton,"Desserts, Tea, Pizza, BBQ, Indian",77,0.0,Meghansh Bakery
8637,5hU5i_8637,Gulfport,"Tea, Cafe, Pizza, BBQ",77,3.3,More Than Cafe
4849,D2SWF_4849,Bristol,"Cafe, Pizza, American",77,0.0,Intermission
2598,uR2hu_2598,Buffalo,"Pizza, Italian, Bakery, Fast Food, Seafood",77,2.5,Madhuvan Chinese Fast Food
3086,z7DwA_3086,College Station,"Pizza, Italian, Bakery, BBQ, Fast Food, Indian",77,3.9,Zaffran
4964,LuKMS_4964,Traverse City,"Tea, Bakery, Indian, Mediterranean",77,2.5,Al Bake
8454,Vc0XG_8454,Appleton,"Pizza, Desserts",77,3.5,Sadda Adda
9414,qIszX_9414,Jacksonville,"French, Mexican, Bakery, Pizza",77,4.3,San Carlo
7513,uscq5_7513,Ithaca,"Cafe, Pizza, Italian, BBQ, Fast Food, Chinese",77,3.9,Baluchi - The Lalit New Delhi
6307,hDJIf_6307,Daytona Beach,"Desserts, Cafe, Pizza, Chinese, Seafood",77,0.0,Chinese Tadka
752,0zYqq_752,Christiansted,"Pizza, Bakery, Italian",77,4.0,Chi Kitchen
1624,L1q3P_1624,Louisville,"Seafood, Bakery, Italian",77,0.0,Bal Ji Rasoi
7630,JIGvc_7630,Fort Dodge,"Tea, Mexican, BBQ, Fast Food, Indian",77,2.7,Dharma Punjabi Dhaba
9473,ssBh4_9473,Corpus Christi,"Desserts, Mexican, BBQ, Fast Food, Cafe",77,4.3,Spice - The Indian Kitchen
5874,27dso_5874,Dayton,"Bakery, BBQ, Fast Food, Mediterranean, Seafood",77,3.9,Billu's Hut
2538,doPJd_2538,Huntsville,"Pizza, American, BBQ, Fast Food, Indian",77,4.0,Moksh The Restro Lounge
7656,nVYit_7656,State College,"Tea, Pizza, Bakery, American, Seafood",77,0.0,Aggarwal Jalebi Wale
6874,uQBcN_6874,Bismarck,"Cafe, Desserts, Italian",77,0.0,Pho King Awesome
4681,jszxb_4681,North Platte,"Cafe, BBQ",77,3.2,BTW
1066,r3sFV_1066,Niagara Falls,"Tea, Seafood, Bakery, Italian",77,0.0,Sri Meenakshi South Indian Food
5923,QVVlI_5923,Devils Lake,"Tea, Chinese, Bakery, Cafe",77,2.7,Talab South Indian Restaurant
7096,4ejN2_7096,Dallas,"Chinese, Pizza, BBQ, Italian",77,2.9,Chanana Ice Cream Parlour
8960,G2TQO_8960,Manhattan,"Tea, BBQ, Fast Food, American, Mediterranean, Seafood",77,3.0,Hungry Inn
4727,h0dBN_4727,Portland,"Tea, Cafe",77,3.5,Jeet Chaat Bhandar
8550,jJJvp_8550,Portland,"Tea, Bakery, Mediterranean",77,0.0,The Kitchen Factory
